1966;飢;STARVE
1967;机;DESK
1968;冗;REDUNDANT
1969;冠;CROWN
1970;離;SEPARATE
1971;胸;CHEST
1972;悩;SUFFER
1973;脳;BRAIN
1974;臓;INTERNAL ORGAN
1975;胃;STOMACH
1976;炎;FLAME ・ INFLAMMATION
1977;談;TALK
1978;淡;LIGHT
1979;災;NATURAL CALAMITY
1980;肝;LIVER
1981;肺;LUNG
1982;胆;GALLBLADDER
1983;腺;GLAND
1984;胞;MEMBRANOUS SAC
1985;腸;INTESTINES
1986;胎;WOMB ・ FETUS
1987;腰;WAIST
1988;肘;ELBOW
1989;膝;KNEE
1990;股;CROTCH
1991;肢;LIMB
1992;胴;TRUNK
1993;脇;ARMPIT ・ ASIDE
1994;脂;FAT
1995;詣;VISIT A TEMPLE
1996;肪;ANIMAL FAT
1997;肌;SKIN
1998;膚;SKIN
1999;慮;CONSIDER
2000;虐;CRUEL
2001;虞;RISK
2002;劇;DRAMA
2003;虚;EMPTY ・ FALSE
2004;虜;CAPTIVE
2005;勇;BRAVE
2006;湧;WELL UP
2007;戯;SPORT
2008;繊;FINE ・ FIBER
2009;緻;FINE
2010;嘘;LIE
2011;噂;RUMOR
2012;樽;BARREL
2013;距;DISTANCE
2014;拒;REFUSE
2015;嬉;GLAD
2016;鼓;DRUM
2017;樹;STANDING TREE
2018;膨;EXPAND
2019;脹;SWELL
2020;張;SPREAD ・ STRAIN
2021;帳;NOTEBOOK
2022;腫;TUMOR
2023;肥;FATTEN
2024;把;GRIP
2025;誇;BOAST
2026;覧;LOOK OVER
2027;監;OVERSEE
2028;鑑;APPRAISE ・ REFER TO
2029;艦;WARSHIP
2030;濫;EXCESSIVE
2031;藍;INDIGO
2032;賢;WISE
2033;腎;KIDNEY
2034;堅;FIRM
2035;緊;TIGHTEN ・ EXIGENT
2036;勃;SUDDENLY RISING
2037;励;WORK HARD
2038;栃;HORSE CHESTNUT
2039;茨;BRIER
2040;羨;ENVIOUS
2041;歳;YEAR ・ -YEARS OLD
2042;戚;KIN
2043;叔;YOUNGER SIBLING OF PARENT
2044;淑;GRACEFUL
2045;寂;LONESOME
2046;督;SUPERVISE ・ COMMANDER
2047;奴;SLAVE ・ GUY
2048;努;EXERT
2049;怒;GET ANGRY
2050;隷;UNDERLING
2051;款;ARTICLE ・ FRIENDLY RELATIONS
2052;殻;HUSK
2053;穀;GRAIN
2054;臼;MORTAR
2055;毀;BREAK
2056;廉;HONEST ・ CHEAP
2057;鎌;SICKLE
2058;嫌;DISLIKE
2059;謙;HUMBLE
2060;遜;HUMBLE
2061;亀;TURTLE
2062;練;TRAIN
2063;錬;REFINE
2064;鍛;FORGE
2065;鉱;ORE ・ MINE
2066;銅;COPPER
2067;鉛;LEAD
2068;銑;PIG IRON
2069;鋼;STEEL
2070;剛;TOUGH
2071;綱;ROPE ・ MAIN POINTS
2072;網;NET
2073;縄;ROPE
2074;鉢;BOWL
2075;鎖;CHAIN
2076;絆;BONDS
2077;鍵;KEY
2078;釘;NAIL
2079;錮;LOCK DOWN
2080;錠;LOCK ・ PILL
2081;綻;COME APART AT THE SEAMS
2082;鈴;BELL
2083;鐘;BELL
2084;瞳;PUPIL
2085;憧;YEARN AFTER
2086;憬;YEARN AFTER
2087;卑;MEAN
2088;碑;MONUMENT
2089;痺;PARALYSIS
2090;鬼;DEMON
2091;塊;LUMP
2092;醜;UGLY
2093;魂;SOUL
2094;魅;CHARM
2095;魔;DEMON
2096;畏;FEAR
2097;刷;PRINT
2098;擦;RUB
2099;摩;RUB AGAINST
2100;磨;POLISH
2101;凹;CONCAVE
2102;凸;CONVEX
2103;奉;DEDICATE
2104;奏;PLAY MUSIC
2105;泰;TRANQUIL
2106;俸;SALARY
2107;棒;ROD
2108;捧;DEDICATE
2109;耐;WITHSTAND
2110;霊;SPIRIT
2111;需;DEMAND
2112;濡;WET
2113;儒;CONFUCIANISM
2114;端;EDGE
2115;壱;ONE
2116;尼;BUDDHIST NUN
2117;泥;MUD
2118;漏;LEAK
2119;氾;FLOOD
2120;彙;CATALOG
2121;某;A CERTAIN
2122;謀;SCHEME
2123;媒;MEDIATE
2124;尉;OFFICER
2125;慰;CONSOLE
2126;酪;DAIRY PRODUCTS
2127;酵;FERMENT
2128;醤;SOY SAUCE
2129;酢;VINEGAR
2130;酎;<SHOCHU> (japanese distilled liquor)
2131;酌;POUR WINE
2132;釣;ANGLE
2133;畜;(RAISE) LIVESTOCK
2134;蓄;STORE UP
2135;玄;PROFOUND
2136;眩;DAZZLING
2137;呟;MUTTER
2138;囁;WHISPER
2139;喋;SPEAK
2140;喩;LIKEN
2141;鬱;DEPRESSION ・ CONGESTED
2142;弦;STRING
2143;舷;GUNWALE
2144;舵;RUDDER
2145;幻;PHANTOM
2146;幽;QUIET AND SECLUDED
2147;幼;VERY YOUNG
2148;稚;CHILD
2149;維;FIBER
2150;推;INFER ・ PUSH FORWARD
2151;堆;PILE UP
2152;椎;SPINE ・ CHINQUAPIN
2153;脊;SPINE
2154;雛;CHICK
2155;誰;WHO
2156;唯;MERELY
2157;鳴;CRY ・ SOUND
2158;亥;THE BOAR
2159;刻;ENGRAVE ・ POINT IN TIME
2160;劾;EXPOSE CRIMES
2161;核;NUCLEUS
2162;骸;BODY
2163;咳;COUGH
2164;該;CORRESPOND TO
2165;診;EXAMINE A PATIENT
2166;珍;RARE
2167;瓦;TILE
2168;併;PUT TOGETHER
2169;瓶;BOTTLE
2170;屏;FENCE
2171;塀;FENCE
2172;餅;RICE CAKE
2173;餌;FEED ・ BAIT
2174;呑;SWALLOW
2175;沃;FERTILITY
2176;妖;BEWITCHING
2177;呪;CHARM
2178;艶;CHARMING ・ ROMANCE
2179;慈;AFFECTIONATE
2180;滋;NOURISH
2181;磁;MAGNETISM
2182;擁;EMBRACE
2183;腐;ROT
2184;芯;CORE
2185;蒔;SOW
2186;撒;SCATTER
2187;撤;WITHDRAW
2188;徹;GO THROUGH
2189;微;SLIGHT
2190;徴;LEVY ・ SIGN
2191;懲;CHASTISE
2192;殆;ALMOST
2193;后;EMPRESS
2194;垢;DIRT
2195;妃;PRINCESS
2196;姫;DAUGHTER OF NOBLE BIRTH
2197;如;AS
2198;茹;BOIL
2199;婿;SON-IN-LAW
2200;娘;DAUGHTER ・ GIRL
2201;嫁;WED A MAN ・ BRIDE
2202;稼;WORK
2203;塚;MOUND
2204;豪;GREAT MAN ・ MAGNIFICENT
2205;蒙;IGNORANCE ・ PHONETIC [MÔ]
2206;墾;CLEAR LAND FOR FARMING
2207;懇;FAMILIAR ・ EARNEST
2208;貌;APPEARANCE
2209;逐;DRIVE OUT ・ ONE BY ONE
2210;遂;ACCOMPLISH
2211;墜;DROP DOWN
2212;堕;DEGENERATE
2213;随;FOLLOW
2214;附;ATTACH
2215;髄;MARROW
2216;怠;IDLE
2217;惰;LAZY
2218;佐;ASSIST ・ FIELD OFFICER
2219;玩;PLAY WITH
2220;弄;PLAY WITH
2221;嘲;RIDICULE
2222;奔;RUSH
2223;弊;EVIL PRACTICE
2224;幣;CURRENCY ・ SHINTO PAPER OFFERING
2225;蔽;COVER
2226;朋;COMRADE
2227;棚;SHELF
2228;柵;FENCE
2229;桁;DIGIT ・ BEAM
2230;栓;STOPPER
2231;詮;INQUIRY
2232;塞;PLUG UP
2233;梗;BLOCK
2234;柿;PERSIMMON
2235;藤;WISTERIA
2236;騰;RISE
2237;謄;TRANSCRIBE
2238;麺;NOODLES
2239;拉;KIDNAP
2240;晃;DAZZLING
2241;幌;AWNING
2242;厘;<RIN> (0.001 yen)
2243;畝;<SE> (RIDGE)
2244;匁;<MONME> (3.75 grams)
2245;匂;SMELL
2246;勾;BENT
2247;挨;GREET
2248;拶;GREET
2249;曖;NOT CLEAR
2250;昧;DARK
2251;瑠;LAPIS LAZULI
2252;璃;GLASSY SUBSTANCE
2253;嫉;ENVY
2254;妬;ENVY
2255;鹿;DEER
2256;塵;DUST
2257;麓;FOOT OF A MOUNTAIN
2258;麗;OF GRACEFUL BEAUTY
2259;薦;RECOMMEND
2260;慶;FELICITATION
2261;兜;HELMET
2262;睨;GLARE AT
2263;鼠;RAT
2264;溺;DROWN
2265;潟;LAGOON
2266;濁;TURBID
2267;渇;RUN DRY ・ THIRST
2268;褐;BROWN
2269;葛;KUDZU
2270;喝;SHOUT AT
2271;謁;BE GRANTED AN AUDIENCE
2272;掲;PUT UP
2273;戌;THE DOG
2274;尤;REASONABLE
2275;駄;GOOD FOR NOTHING ・ CLOGS
2276;駒;HORSE ・ CHESS PIECE
2277;篤;SERIOUS ・ KIND
2278;罵;SPEAK ILL OF
2279;蔑;SCORN
2280;罠;TRAP
2281;烏;RAVEN
2282;鴨;DUCK
2283;鳩;PIGEON
2284;鶏;CHICKEN
2285;渓;RAVINE
2286;鷹;HAWK
2287;鷲;EAGLE
2288;璽;IMPERIAL SEAL
2289;爽;REFRESHING
2290;綴;STITCH TOGETHER ・ COMPOSE
2291;桑;MULBERRY
2292;蚕;SILKWORM
2293;蛋;EGG
2294;蟹;CRAB
2295;蚊;MOSQUITO
2296;巳;THE SERPENT
2297;蛇;SNAKE
2298;繭;COCOON
2299;蝶;BUTTERFLY
2300;虹;RAINBOW
