1001;塗;APPLY ON A SURFACE
1002;漆;LACQUER
1003;仙;HERMIT
1004;垂;HANG DOWN
1005;乗;RIDE
1006;兼;COMBINE ・ CANNOT
1007;剰;SURPLUS
1008;睡;SLEEP
1009;眠;SLEEP
1010;郵;MAIL
1011;錘;SPINDLE
1012;華;FLOWER ・ MAGNIFICENT ・ CHINA
1013;侵;INVADE
1014;浸;SOAK
1015;寝;GO TO SLEEP
1016;掃;SWEEP
1017;婦;ADULT WOMAN
1018;帰;RETURN
1019;戻;RETURN
1020;涙;TEAR
1021;射;SHOOT
1022;謝;THANK ・ APOLOGIZE
1023;討;STUDY ・ SUPPRESS BY ARMED FORCE
1024;訂;REVISE
1025;打;STRIKE
1026;撃;STRIKE
1027;拭;WIPE
1028;試;TRY
1029;検;EXAMINE
1030;験;TEST
1031;険;DANGEROUS ・ STEEP
1032;倹;FRUGAL
1033;剣;SWORD
1034;谷;VALLEY
1035;欲;DESIRE
1036;浴;BATHE
1037;容;COUNTENANCE ・ CONTAIN
1038;溶;DISSOLVE ・ MELT
1039;俗;POPULAR
1040;裕;ABUNDANT
1041;寛;LENIENT
1042;甘;SWEET
1043;紺;DARK BLUE
1044;紅;CRIMSON
1045;攻;ATTACK
1046;功;MERIT
1047;巧;SKILLFUL
1048;朽;DECAY
1049;枯;WITHER
1050;汚;DIRTY
1051;升;<SHO> (1.8L)
1052;弁;SPEAK ・ MANAGE ・ VALVE
1053;昇;ASCEND
1054;登;ASCEND ・ ATTEND ・ REGISTER
1055;澄;LIMPID
1056;充;FILL ・ ALLOT
1057;銃;GUN
1058;統;UNITE ・ INTERCONNECTED SYSTEM
1059;流;FLOW ・ CURRENT ・ STYLE
1060;硫;SULFUR
1061;盲;BLIND
1062;忘;FORGET
1063;忙;BUSY
1064;荒;WILD
1065;慌;FLURRIED
1066;望;HOPE ・ LOOK AFAR
1067;希;RARE ・ ASPIRE
1068;稀;RARE
1069;括;LUMP TOGETHER
1070;拘;ARREST
1071;拾;PICK UP
1072;捨;DISCARD
1073;孤;SOLITARY
1074;弧;ARC
1075;弾;PROJECTILE ・ SPRING BACK
1076;禅;ZEN
1077;系;SYSTEM ・ LINEAGE
1078;係;CONNECT ・ PERSON IN CHARGE
1079;孫;GRANDCHILD
1080;懸;SUSPEND
1081;偏;ONE-SIDED
1082;遍;ALL OVER ・ COUNTER FOR TIMES
1083;編;COMPILE ・ KNIT
1084;篇;VOLUME
1085;普;WIDESPREAD
1086;譜;SYSTEMATIC RECORD
1087;職;EMPLOYMENT
1088;織;WEAVE
1089;識;DISCRIMINATE ・ KNOWLEDGE
1090;殉;DIE A MARTYR
1091;退;RETREAT
1092;眼;EYE
1093;智;WISDOM
1094;仁;HUMANENESS
1095;忍;BEAR
1096;認;RECOGNIZE
1097;求;SEEK
1098;救;SAVE
1099;球;BALL
1100;屯;STATION TROOPS
1101;純;PURE
1102;鈍;DULL
1103;召;SUMMON
1104;招;INVITE
1105;沼;MUDDY POND
1106;紹;INTRODUCE
1107;詔;IMPERIAL EDICT
1108;勅;IMPERIAL DECREE
1109;昭;LUMINOUS
1110;照;ILLUMINATE ・ EXAMINE BY COMPARISON
1111;超;SURPASS
1112;越;GO BEYOND
1113;趣;PURPORT ・ FLAVOR
1114;赴;PROCEED TO
1115;訃;DEATH REPORT
1116;朴;SIMPLE
1117;掛;SET ・ HANG
1118;摘;PICK
1119;滴;DROP
1120;嫡;LEGITIMATE WIFE/CHILD
1121;適;FIT
1122;敵;ENEMY
1123;授;CONFER ・ INSTRUCT
1124;援;AID
1125;媛;DAMSEL
1126;緩;SLACK
1127;暖;WARM
1128;観;VIEW
1129;勧;URGE
1130;権;RIGHT ・ POWER
1131;歓;JOYOUS
1132;鶴;CRANE
1133;確;CERTAIN
1134;慢;ARROGANT ・ SLUGGISH
1135;漫;RAMBLING ・ COMIC
1136;卯;THE HARE
1137;抑;SUPPRESS
1138;仰;LOOK UP
1139;迎;WELCOME
1140;柳;WILLOW
1141;卵;EGG
1142;疎;SCATTERED ・ ESTRANGED
1143;速;QUICK
1144;遅;SLOW ・ LATE
1145;辻;CROSSROAD
1146;迅;SWIFT
1147;加;ADD
1148;減;DECREASE
1149;滅;EXTINGUISH
1150;威;MIGHT ・ THREATEN BY FORCE
1151;嚇;INTIMIDATE
1152;或;A CERTAIN
1153;惑;BEWILDERED
1154;域;BOUNDED AREA
1155;収;TAKE IN
1156;納;PAY ・ ACCEPT ・ PUT IN PLACE
1157;献;OFFER
1158;貢;TRIBUTE
1159;貪;COVET
1160;貰;GET
1161;貧;POOR
1162;賃;WAGES ・ CHARGES
1163;貸;LEND
1164;貨;MONEY ・ GOODS
1165;資;RESOURCES
1166;賛;APPROVE OF ・ PRAISE
1167;替;REPLACE
1168;潜;SUBMERGE ・ LURK
1169;貿;TRADE
1170;留;KEEP IN PLACE ・ STAY
1171;溜;ACCUMULATE
1172;賀;CONGRATULATE
1173;架;LAY ACROSS
1174;染;DYE
1175;梨;PEAR
1176;傑;PERSON OF EXCELLENCE
1177;貴;NOBLE ・ YOUR HONORABLE
1178;潰;CRUSH
1179;遺;LEAVE BEHIND
1180;遣;DISPATCH ・ USE
1181;追;CHASE
1182;迫;PRESS
1183;泊;STAY OVERNIGHT
1184;伯;OLDER SIBLING OF PARENT ・ COUNT
1185;拍;BEAT
1186;弔;CONDOLE
1187;沸;BOIL
1188;煮;BOIL
1189;費;SPEND
1190;弟;YOUNGER BROTHER
1191;第;ORDINAL NUMBER PREFIX
1192;剃;SHAVE
1193;兄;OLDER BROTHER
1194;只;FREE OF CHARGE ・ JUST
1195;税;TAX
1196;鋭;SHARP
1197;説;EXPLAIN ・ THEORY
1198;脱;REMOVE ・ ESCAPE FROM
1199;閲;REVIEW
1200;祝;CELEBRATE
1201;況;CONDITIONS
1202;悦;DELIGHTED
1203;克;OVERCOME
1204;競;COMPETE
1205;姉;OLDER SISTER
1206;妹;YOUNGER SISTER
1207;珠;PEARL
1208;殊;SPECIAL
1209;序;INTRODUCTORY PART ・ ORDER
1210;秩;ORDER
1211;迭;ALTERNATE
1212;喜;HAPPY
1213;善;GOOD
1214;繕;MEND
1215;膳;SMALL FOOD TABLE
1216;憾;STRONGLY REGRET
1217;恨;HOLD A GRUDGE
1218;惜;REGRET
1219;措;DISPOSE
1220;借;BORROW
1221;錯;MIXED UP
1222;曽;BEFORE
1223;増;INCREASE
1224;層;STRATUM
1225;憎;HATE
1226;僧;BONZE
1227;贈;PRESENT A GIFT
1228;賄;BRIBE
1229;賂;BRIBE
1230;賦;INSTALLMENT
1231;賊;BANDIT
1232;帯;BELT ・ WEAR
1233;滞;STAGNATE ・ STAY
1234;渋;NOT GO SMOOTHLY ・ ASTRINGENT
1235;摂;TAKE IN ・ ACT AS REGENT
1236;為;DO ・ SAKE
1237;偽;FALSIFY
1238;参;PARTICIPATE ・ VISIT A HOLY PLACE
1239;惨;MISERABLE ・ CRUEL
1240;呂;PHONETIC [RO]
1241;侶;COMPANION
1242;宮;ROYAL PALACE ・ SHINTO SHRINE
1243;営;OPERATE ・ BARRACKS
1244;蛍;FIREFLY
1245;栄;FLOURISH ・ GLORY
1246;誉;HONOR
1247;挙;NOMINATE ・ NOTEWORTHY ACT ・ RAISE
1248;拳;FIST
1249;桜;CHERRY
1250;妥;COME TO TERMS
1251;咲;BLOOM
1252;朕;IMPERIAL WE
1253;茎;STEM
1254;径;PATH ・ DIAMETER
1255;怪;MYSTERIOUS
1256;軽;LIGHT
1257;経;PASS THROUGH ・ MANAGE ・ SUTRA
1258;斉;EQUAL
1259;斎;OBSERVE RELIGIOUS ABSTINENCE ・ STUDY
1260;済;SETTLE ・ RELIEVE
1261;剤;PREPARATION
1262;剖;DISSECT
1263;陪;ATTEND UPON A SUPERIOR
1264;培;CULTIVATE
1265;賠;COMPENSATE
1266;貼;STICK ON
1267;粘;STICKY
1268;衡;BALANCE
1269;換;EXCHANGE
1270;喚;CALL
1271;絶;BREAK OFF ・ COME TO AN END ・ WITHOUT MATCH
1272;免;EXEMPTION
1273;逸;LET SLIP
1274;勉;ENDEAVOR
1275;晩;EVENING
1276;許;PERMIT
1277;象;PHENOMENON ・ ELEPHANT
1278;像;IMAGE
1279;彫;CARVE
1280;景;SCENE
1281;影;SHADOW
1282;撮;PHOTOGRAPH
1283;就;SET ABOUT
1284;涼;COOL
1285;鯨;WHALE
1286;隔;SEPARATE
1287;融;FUSE ・ FINANCE
1288;肖;LIKENESS
1289;消;EXTINGUISH ・ SPEND
1290;硝;NITER
1291;梢;TIP OF A TWIG
1292;削;CUT BY CHIPPING
1293;宵;EARLY EVENING
1294;宴;BANQUET
1295;郷;HOMETOWN
1296;饗;BANQUET
1297;響;REVERBERATE
1298;城;CASTLE
1299;誠;SINCERITY
1300;盛;PROSPER
1301;旺;FLOURISHING
1302;盆;TRAY ・ BON FESTIVAL
1303;蓋;LID
1304;盗;STEAL
1305;盟;ALLIANCE
1306;塩;SALT
1307;傷;WOUND
1308;揚;RAISE HIGH ・ FRY
1309;暢;FLUENT
1310;陽;SUN ・ POSITIVE
1311;陰;SHADOW ・ NEGATIVE
1312;隠;HIDE
1313;穏;CALM ・ MILD
1314;穂;SPIKE
1315;稲;RICE PLANT
1316;愁;MELANCHOLY
1317;裁;CUT OUT ・ JUDGE
1318;載;LOAD ・ PUT IN PRINT
1319;栽;PLANTING
1320;赦;AMNESTY
1321;跡;TRACE
1322;踪;TRACE
1323;痕;SCAR
1324;蹴;KICK
1325;踊;DANCE
1326;踏;TREAD
1327;躍;LEAP
1328;濯;RINSE
1329;奇;UNUSUAL
1330;寄;CONTRIBUTE ・ DRAW NEAR
1331;騎;RIDE ON HORSEBACK
1332;椅;CHAIR
1333;崎;PROMONTORY
1334;埼;PROMONTORY
1335;岬;CAPE
1336;模;PATTERN
1337;膜;MEMBRANE
1338;漠;DESERT ・ OBSCURE
1339;幕;CURTAIN ・ SHOGUNATE
1340;墓;GRAVE
1341;募;RAISE
1342;暮;DUSK ・ LIVE
1343;慕;ADORE
1344;添;ADD TO
1345;恭;RESPECTFUL
1346;暴;VIOLENT ・ DISCLOSE
1347;爆;EXPLODE
1348;沿;ALONG(SIDE)
1349;礎;FOUNDATION STONE
1350;疑;DOUBT
1351;凝;CONGEAL
1352;擬;IMITATE
1353;倣;COPY AFTER
1354;似;RESEMBLE
1355;俵;STRAW SACK
1356;俺;I
1357;庵;HERMITAGE
1358;僕;I ・ MANSERVANT
1359;撲;DEAL A BLOW
1360;叩;STRIKE
1361;伐;CUT DOWN
1362;閥;CLIQUE
1363;闘;FIGHT
1364;闇;DARK
1365;閑;LEISURE ・ QUIET
1366;脈;VEIN ・ PULSE
1367;派;SECT ・ DISPATCH
1368;缶;CAN
1369;揺;SHAKE
1370;謡;POPULAR SONG
1371;遥;FAR
1372;陶;POTTERY
1373;陳;SET FORTH
1374;陣;BATTLE FORMATION ・ CAMP
1375;陥;FALL IN [INTO]
1376;隆;PROSPER
1377;降;DESCEND
1378;峰;PEAK
1379;逢;MEET
1380;縫;SEW
1381;蜂;BEE
1382;蜜;HONEY
1383;密;CLOSE ・ SECRET
1384;秘;SECRET
1385;欧;EUROPE
1386;枢;PIVOT
1387;殴;BEAT
1388;駆;DRIVE
1389;馳;GALLOP
1390;騒;CLAMOR
1391;旭;RISING SUN
1392;旦;DAWN
1393;但;PROVIDED THAT
1394;担;BEAR ON SHOULDER ・ UNDERTAKE
1395;亘;SPAN
1396;恒;CONSTANT
1397;垣;FENCE
1398;宣;PROCLAIM
1399;喧;CLAMOROUS
1400;嘩;NOISY
1401;唾;SALIVA
1402;壷;JAR
1403;坪;<TSUBO> (about 3.3 square meters)
1404;畔;WATERSIDE
1405;衆;MULTITUDE
1406;伊;PHONETIC [I]
1407;君;RULER ・ FAMILIAR TITLE ・ YOU
1408;群;GROUP
1409;郡;COUNTY
1410;那;PHONETIC [NA]
1411;邦;STATE ・ JAPAN
1412;郊;SUBURB
1413;効;EFFECT
1414;絞;STRANGLE ・ WRING
1415;搾;SQUEEZE
1416;紋;CREST
1417;菊;CHRYSANTHEMUM
1418;帝;EMPEROR
1419;締;CONCLUDE ・ TIGHTEN
1420;諦;GIVE UP
1421;享;ENJOY
1422;郭;OUTER ENCLOSURE
1423;亭;INN ・ PSEUDONYM SUFFIX
1424;停;STOP
1425;昆;INSECT
1426;混;MIX
1427;皆;ALL
1428;楷;BLOCK CHARACTER STYLE
1429;諧;HARMONY
1430;階;FLOOR ・ RANK
1431;陛;IMPERIAL PALACE STEPS
1432;陸;LAND
1433;睦;FRIENDLY
1434;勢;POWER ・ CONDITION
1435;熱;HEAT
1436;熟;MATURE
1437;塾;PRIVATE SCHOOL
1438;陵;IMPERIAL MAUSOLEUM
1439;菱;RHOMBUS
1440;俊;BRILLIANT PERSON
1441;唆;INSTIGATE
1442;筈;TO BE EXPECTED
1443;箸;CHOPSTICKS
1444;暑;HOT
1445;署;GOVERNMENT OFFICE ・ SIGN ONE'S NAME
1446;曙;DAWN
1447;賭;WAGER
1448;諸;VARIOUS
1449;儲;PROFIT
1450;緒;OUTSET ・ LINE
1451;翁;OLD MAN
1452;婆;OLD WOMAN
1453;姿;FIGURE
1454;恣;ARBITRARY
1455;妄;RASH
1456;萎;WILT
1457;妻;WIFE
1458;凄;TREMENDOUS
1459;章;CHAPTER ・ BADGE
1460;彰;PROCLAIM MERITS
1461;障;HINDRANCE
1462;辛;PUNGENT ・ HARD
1463;宰;PRESIDE
1464;辣;SHARP
1465;辞;WORD ・ RESIGN
1466;壁;WALL
1467;璧;MAGNIFICENT JEWEL
1468;癖;HABIT
1469;避;AVOID
1470;幸;GOOD FORTUNE ・ HAPPINESS
1471;服;CLOTHES ・ SUBMIT
1472;報;REPORT ・ REQUITE
1473;執;EXECUTE ・ SEIZE
1474;摯;SINCERE
1475;達;ATTAIN ・ PLURAL SUFFIX
1476;朗;CHEERFUL ・ CLEAR
1477;浪;BILLOW ・ ROAM
1478;呉;KINGDOM OF WU ・ GIVE
1479;娯;ENJOYMENT
1480;誤;MISTAKE
1481;富;RICH
1482;副;SECONDARY
1483;幅;WIDTH
1484;福;FORTUNE
1485;祉;BLESSEDNESS
1486;禍;CALAMITY
1487;渦;WHIRLPOOL
1488;鍋;POT
1489;蘭;ORCHID ・ HOLLAND
1490;欄;COLUMN
1491;潤;MOIST
1492;淵;EDGE ・ DEEP POOL
1493;滑;SLIDE ・ SMOOTH
1494;稽;PRACTICE
1495;肩;SHOULDER
1496;脅;THREATEN
1497;肯;ASSENT
1498;双;SET OF TWO
1499;江;INLET
1500;湾;BAY
1501;港;PORT
1502;選;SELECT
1503;択;SELECT
1504;沢;SWAMP ・ ABUNDANT
1505;訳;TRANSLATE ・ SENSE
1506;釈;ELUCIDATE ・ RELEASE
1507;敷;LAY
1508;傲;PROUD
1509;贅;LUXURY
1510;審;EXAMINE CAREFULLY ・ TRY
1511;藩;FEUDAL DOMAIN
1512;翻;TURN OVER ・ RENDER IN ANOTHER FORM
1513;翔;SOAR
1514;査;LOOK INTO
1515;租;LAND TAX
1516;粗;COARSE
1517;阻;HAMPER
1518;狙;AIM AT
1519;宜;RIGHT
1520;畳;<TATAMI> (straw mat) ・ FOLD UP
1521;甲;SHELL ・ FIRST IN A SERIES
1522;乙;SECOND IN A SERIES
1523;丙;THIRD IN A SERIES
1524;柄;CHARACTER ・ STATUS
1525;押;PUSH
1526;抽;DRAW OUT
1527;捜;LOOK FOR
1528;届;DELIVER ・ REACH
1529;宙;SPACE ・ MIDAIR
1530;笛;FLUTE
1531;袖;SLEEVE
1532;襟;COLLAR
1533;衿;COLLAR
1534;裾;CUFF
1535;据;SET
1536;握;GRASP
1537;揃;MAKE UNIFORM
1538;撫;STROKE
1539;託;ENTRUST
1540;宅;DWELLING HOUSE
1541;詫;APOLOGIZE
1542;宇;UNIVERSE
1543;芋;POTATO
1544;寿;LONGEVITY ・ CONGRATULATIONS
1545;鋳;CAST
1546;銘;INSCRIPTION
1547;鏡;MIRROR ・ OPTICAL INSTRUMENT
1548;境;BOUNDARY ・ SITUATION
1549;環;RING ・ SURROUND
1550;還;RETURN
1551;盾;SHIELD
1552;循;CIRCULATE
1553;巡;MAKE THE ROUNDS
1554;這;CRAWL
1555;逓;RELAY
1556;息;BREATH
1557;憩;TAKE A REST
1558;鼻;NOSE
1559;孔;OPEN HOLE
1560;臭;BAD SMELL
1561;嗅;SMELL
1562;奥;INNER PART
1563;尖;POINTY
1564;突;THRUST
1565;窒;CHOKE ・ NITROGEN
1566;窃;STEAL
1567;衝;COLLIDE
1568;契;PLEDGE
1569;喫;INGEST
1570;潔;IMMACULATE
1571;侮;INSULT
1572;梅;JAPANESE APRICOT
1573;悔;REPENT
1574;敏;NIMBLE
1575;繁;THRIVE
1576;繋;CONNECT
1577;茂;GROW THICK
1578;橋;BRIDGE
1579;矯;RECTIFY
1580;稿;MANUSCRIPT
1581;縞;STRIPE
1582;箋;WRITING PAPER
1583;残;LEAVE BEHIND ・ RUTHLESS
1584;桟;SCAFFOLD
1585;銭;MONEY
1586;践;PUT INTO ACTION
1587;浅;SHALLOW
1588;洩;LEAK
1589;壮;VIGOROUS ・ GRAND
1590;荘;VILLA ・ DIGNIFIED
1591;装;DRESS ・ FIT OUT
1592;冥;DARK
1593;暗;DARK
1594;韻;RHYME
1595;損;LOSS
1596;捕;CATCH
1597;挿;INSERT
1598;補;SUPPLEMENT
1599;浦;SEASIDE
1600;哺;SUCKLE
1601;舗;PAVE ・ SHOP
1602;掴;GRASP
1603;捉;CATCH
1604;促;HASTEN
1605;筆;BRUSH ・ WRITING
1606;津;HARBOR
1607;律;LAW ・ RHYTHM
1608;逮;CATCH A CRIMINAL
1609;建;BUILD
1610;健;ROBUST
1611;康;HEALTHY
1612;庸;MEDIOCRE
1613;粛;PURGE ・ HUSHED
1614;繍;EMBROIDERY
1615;唐;TANG DYNASTY
1616;糖;SUGAR
1617;粧;APPLY MAKEUP
1618;糧;FOOD PROVISIONS
1619;粉;POWDER
1620;紛;CONFUSED
1621;糾;INQUIRE INTO
1622;粋;REFINED
1623;砕;CRUSH UP
1624;枠;FRAME
1625;酔;BECOME INTOXICATED
1626;醒;WAKE UP
1627;酬;RECIPROCATE
1628;酷;SEVERE
1629;凡;COMMONPLACE
1630;凧;KITE
1631;帆;SAIL
1632;汎;PAN-
1633;恐;FEAR
1634;怖;FEARFUL
1635;築;CONSTRUCT
1636;尋;INQUIRE
1637;訊;INTERROGATE
1638;諮;CONSULT
1639;抗;RESIST
1640;航;NAVIGATE
1641;坑;PIT
1642;拝;WORSHIP ・ HUMBLY
1643;耕;TILL
1644;耗;WEAR AWAY
1645;崇;REVERENCE
1646;灰;ASH
1647;炭;COAL ・ CHARCOAL ・ CARBON
1648;岸;SHORE
1649;岩;ROCK
1650;崩;CRUMBLE
1651;嵐;STORM
1652;崖;CLIFF
1653;催;SPONSOR
1654;焦;SCORCH ・ BE IMPATIENT
1655;礁;REEF
1656;奮;ROUSE UP
1657;奪;SEIZE
1658;隻;ONE OF A PAIR ・ COUNTER FOR SHIPS
1659;獲;CATCH GAME
1660;穫;HARVEST
1661;護;PROTECT
1662;譲;CEDE
1663;嬢;YOUNG LADY
1664;醸;BREW
1665;壌;ARABLE SOIL
1666;壊;BREAK DOWN
1667;懐;BOSOM ・ LONG FOR
1668;徳;VIRTUE
1669;聴;LISTEN
1670;恥;SHAME
1671;羞;SHAME
1672;爵;RANK OF NOBILITY
1673;侯;FEUDAL LORD
1674;喉;THROAT
1675;候;SEASON ・ SEASONAL WEATHER
1676;修;CULTIVATE ・ REPAIR
1677;悠;LEISURELY
1678;是;RIGHT
1679;提;PRESENT ・ CARRY IN HAND
1680;堤;EMBANKMENT
1681;題;HEADING ・ TOPIC ・ PROBLEM
1682;匙;SPOON
1683;冒;RISK
1684;昌;CLEAR
1685;唱;SING
1686;晶;CRYSTAL
1687;帽;HEADGEAR
1688;棟;BUILDING
1689;凍;FREEZE
1690;氷;ICE
1691;永;ETERNAL
1692;泳;SWIM
1693;詠;RECITE POETRY
1694;札;TAG
1695;枚;COUNTER FOR FLAT THINGS
1696;杯;CUP
1697;析;ANALYZE
1698;折;BREAK (OFF) ・ FOLD
1699;挫;BREAK
1700;捻;TWIST
1701;誓;SWEAR
1702;逝;DEPART THIS LIFE
1703;哲;WISE ・ PHILOSOPHY
1704;斬;KILL
1705;漸;GRADUALLY
1706;暫;SHORT WHILE
1707;斥;REJECT
1708;訴;APPEAL TO ・ SUE
1709;訟;LITIGATE
1710;究;STUDY EXHAUSTIVELY
1711;窮;BE IN EXTREMITY
1712;極;EXTREME ・ POLE
1713;函;BOX
1714;探;PROBE ・ LOOK FOR
1715;深;DEEP
1716;慄;TREMBLE
1717;惧;FEAR
1718;慎;PRUDENT
1719;鎮;QUELL
1720;塡;FILL (IN)
1721;婚;MARRY
1722;囚;PRISONER
1723;困;BE IN TROUBLE
1724;梱;PACKAGE
1725;因;CAUSE
1726;姻;MARRIAGE
1727;咽;THROAT
1728;恩;GRACE ・ DEBT OF GRATITUDE
1729;菌;BACTERIA
1730;漢;CHINESE HAN DYNASTY ・ FELLOW
1731;嘆;SIGH
1732;勤;SERVICE
1733;謹;RESPECTFULLY
1734;僅;A FEW
1735;索;SEARCH FOR
1736;牽;PULL
1737;牢;PRISON ・ HARDNESS
1738;啓;ENLIGHTEN ・ ADDRESS RESPECTFULLY
1739;庶;MANIFOLD
1740;遮;INTERRUPT
1741;燕;SWALLOW
1742;雀;SPARROW ・ MAHJONG
1743;劣;INFERIOR
1744;抄;EXCERPT
1745;秒;SECOND
1746;妙;MARVELOUS
1747;沙;SAND
1748;汰;SIFT OUT
1749;煎;BOIL
1750;炒;ROAST
1751;炊;COOK
1752;焚;KINDLE
1753;薪;FIREWOOD
1754;乃;POSSESSIVE PARTICLE
1755;之;POSSESSIVE PARTICLE
1756;此;THIS
1757;其;THAT
1758;乏;SCANTY
1759;芝;LAWN GRASS
1760;及;REACH TO
1761;扱;HANDLE
1762;級;GRADE
1763;吸;SUCK ・ BREATHE IN
1764;吹;BLOW
1765;呼;CALL
1766;吐;SPEW
1767;叶;BE FULFILLED
1768;叱;SCOLD
1769;叫;SHOUT
1770;吟;RECITE
1771;含;CONTAIN
1772;琴;<KOTO> (japanese zither)
1773;迷;PERPLEXED
1774;謎;RIDDLE
1775;逆;REVERSE
1776;遡;GO BACK IN TIME
1777;塑;MODEL
1778;勲;MERITORIOUS SERVICE
1779;薫;BALMY
1780;芳;FRAGRANT
1781;香;SWEET SMELL
1782;秀;EXCELLENT
1783;誘;INDUCE
1784;拐;KIDNAP
1785;透;PASS THROUGH ・ SEE THROUGH
1786;携;CARRY IN HAND
1787;雄;MALE ・ HEROIC
1788;雌;FEMALE
1789;些;A LITTLE BIT
1790;柴;BRUSHWOOD
1791;紫;PURPLE
1792;髪;HAIR
1793;髭;BEARD
1794;詐;SWINDLE
1795;欺;DECEIVE
1796;棋;<SHOGI> (japanese chess)
1797;碁;<GO> (japanese checkers)
1798;甚;EXTREMELY
1799;勘;CHECK ・ INTUITIVE PERCEPTION
1800;堪;ENDURE
1801;匹;COUNTER FOR ANIMALS
1802;匠;CRAFTSMAN
1803;匿;CONCEAL
1804;諾;CONSENT
1805;乞;BEG
1806;迄;UP TO
1807;乾;DRY
1808;幹;TRUNK
1809;操;MANIPULATE ・ FIDELITY
1810;燥;DRY OUT
1811;繰;REEL ・ SHIFT ONWARD
1812;藻;SEAWEED
1813;噴;SPOUT
1814;墳;TUMULUS
1815;憤;INDIGNATION
1816;牙;FANG
1817;芽;BUD
1818;雅;ELEGANT
1819;邪;EVIL
1820;既;ALREADY
1821;概;GENERAL
1822;慨;DEPLORE
1823;苗;SEEDLING
1824;描;DEPICT
1825;猫;CAT
1826;萌;GERMINATE
1827;兆;SIGN ・ TRILLION
1828;眺;GAZE
1829;逃;ESCAPE
1830;桃;PEACH
1831;跳;JUMP
1832;挑;PROVOKE
1833;拙;CLUMSY
1834;屈;BEND
1835;掘;DIG
1836;堀;DITCH
1837;封;SEAL ・ ENFEOFF
1838;筒;TUBE
1839;管;PIPE ・ EXERCISE CONTROL
1840;棺;COFFIN
1841;轄;EXERCISE JURISDICTION OVER
1842;洞;CAVE
1843;窟;CAVE
1844;淫;LEWD
1845;妊;BECOME PREGNANT
1846;娠;CONCEIVE
1847;唇;LIP
1848;辱;HUMILIATE
1849;襲;RAID ・ INHERIT
1850;伏;PROSTRATE
1851;吠;HOWL
1852;噛;BITE
1853;班;SQUAD
1854;斑;SPOT
1855;輩;FELLOW
1856;悲;SAD
1857;忽;SUDDENLY ・ CARELESS
1858;惚;FALL IN LOVE WITH
1859;猿;MONKEY
1860;哀;SORROW ・ PITY
1861;衰;DECLINE
1862;衷;INNER HEART
1863;喪;MOURNING ・ LOSS
1864;忌;MOURNING ・ ABHOR
1865;卓;TABLE ・ PROMINENT
1866;悼;MOURN
1867;貞;CHASTE
1868;偵;SPY
1869;覇;SUPREMACY
1870;覆;COVER ・ OVERTURN
1871;履;FULFILL ・ PUT ON FOOTWEAR
1872;属;BELONG TO
1873;嘱;CHARGE WITH
1874;偶;BY CHANCE ・ COUPLE
1875;隅;NOOK
1876;隙;CREVICE
1877;遇;TREAT ・ ENCOUNTER
1878;愚;FOOLISH
1879;曹;SERGEANT
1880;遭;MEET WITH
1881;槽;TUB
1882;妨;HINDER
1883;坊;SONNY BOY ・ COLLOQUIAL PERSON SUFFIX
1884;傍;BESIDE
1885;於;AT
1886;房;CHAMBER ・ TUFT
1887;扇;FAN
1888;扉;HINGED DOOR
1889;雇;EMPLOY
1890;顧;LOOK BACK ON
1891;屑;SCRAPS
1892;糞;DROPPINGS
1893;尿;URINE
1894;泌;SECRETE
1895;尻;BUTTOCKS
1896;炉;FURNACE
1897;窯;KILN
1898;釜;IRON POT
1899;爺;OLD MAN
1900;窪;SINK
1901;佳;FINE
1902;涯;FAR END
1903;暇;FREE TIME
1904;霞;MIST
1905;雰;ATMOSPHERE
1906;霧;FOG
1907;露;DEW ・ EXPOSE
1908;霜;FROST
1909;箱;BOX
1910;籍;REGISTER
1911;貫;PENETRATE
1912;慣;HABITUAL PRACTICE
1913;頂;SUMMIT ・ RECEIVE HUMBLY
1914;戴;RECEIVE HUMBLY
1915;項;CLAUSE
1916;頃;TIME ・ ABOUT
1917;傾;INCLINE
1918;頑;STUBBORN
1919;頒;DISTRIBUTE WIDELY
1920;頓;SUDDENLY
1921;顕;MANIFEST
1922;領;DOMINION
1923;頻;REPEATEDLY
1924;捗;MAKE PROGRESS
1925;順;ORDER ・ OBEY
1926;馴;GET USED TO
1927;訓;INSTRUCT
1928;須;MUST
1929;額;AMOUNT ・ PICTURE FRAME ・ FOREHEAD
1930;頼;RELY ON ・ ASK
1931;瀬;SHALLOWS
1932;峡;GORGE
1933;狭;NARROW
1934;挟;HOLD BETWEEN
1935;頰;CHEEKS
1936;顎;JAW
1937;煩;VEXING
1938;串;SKEWER
1939;患;AFFECTED BY DISEASE
1940;疾;DISEASE ・ FAST
1941;痴;STUPID ・ INFATUATED
1942;疫;EPIDEMIC
1943;痢;DIARRHEA
1944;痘;SMALLPOX
1945;瘍;ULCER
1946;癌;CANCER
1947;痩;BECOME THIN
1948;疲;TIRED
1949;被;BE SUBJECTED TO
1950;披;OPEN OUT
1951;抜;PULL OUT ・ STAND OUT
1952;控;HOLD BACK
1953;扶;LEND SUPPORT TO
1954;抹;WIPE
1955;拓;OPEN UP
1956;拷;TORTURE
1957;楼;TALL BUILDING
1958;壇;PLATFORM
1959;塔;TOWER
1960;搭;LOAD ON BOARD
1961;寡;FEW ・ WIDOW(ER)
1962;賓;GUEST
1963;飾;DECORATE
1964;飽;SATIATED
1965;餓;STARVE
